position_sun,velocity_sun,position_earth,velocity_earth,position_jupiter,velocity_jupiter,position_saturn,velocity_saturn,position_neptune,velocity_neptune,position_uranus,velocity_uranus,position_venus,velocity_venus,position_mars,velocity_mars,position_mercury,velocity_mercury
"596884.5486404514,226166.7342490365,-13678.14611922832","-0.008720672633572247,0.005366416657329958,0.0001140641739247497","-22015483.32826731,145568016.5143543,61270.51783277839","-29.94524384144983,-4.678331221255014,-0.004708228312360063","-279648658.300073,-747187853.0848243,9262693.667723805","12.08714478588537,-3.966487340969372,-0.2559775821891397","-701520356.7821404,1160793917.56075,7012989.956822693","-8.795898732848176,-5.022469021683134,0.4372345620253482","-4322810039.253687,1301667714.86306,72738641.52203417","-1.597694024292357,-5.171950538040933,0.1431755956599676","2144341280.922195,2021700657.369903,-20345446.77775061","-4.727376706286633,4.641146098950493,0.07890860880197392","-73168327.67932062,-78963204.12890594,3225836.820457034","25.36722873596603,-24.03438034304424,-1.782440854728584","-111545976.45075,-197877161.2033444,-1335245.573478356","22.0260623400643,-9.876449761512529,-0.7585956116421113","-18558715.81795458,-66784612.10327134,-3697900.319815554","37.06227719211738,-10.88036647618741,-4.310394296495644"
"296651.380631207,303022.6618802969,-9350.263580568877","-0.009592427291213162,-0.0004874697403358314,0.0001500477989409818","-21646851.49315881,145742232.9451972,65451.26643312722","-29.94864255926598,-4.559889794292866,-0.002551123982573955","121003572.4200729,-769804824.2892094,340652.2895857096","12.76036450517772,2.645859059830741,-0.2974923987285756","-958081142.8237101,973413714.5599307,20492491.73603117","-7.411430350251454,-6.802294710984138,0.4138756002827577","-4370080150.722388,1137680587.551086,77203253.35460871","-1.400673990310173,-5.22713435768696,0.1398194240252795","1989835390.189547,2162708911.595726,-17797395.9872365","-5.067251711820894,4.297051960133308,0.0820828180794324","-526083.6343022808,107935421.5055685,1440622.191723891","-35.15202931579336,-0.4553301008541965,2.029057521220949","-8866858.773110392,236071076.2132319,5139675.453464612","-23.26702603000245,1.091716157066274,0.6060271034781738","24315968.23742951,-61616665.16282395,-7267613.422308765","35.66303289843587,20.14364134814586,-1.655624484214303"
"15186.69007307274,195924.4849131796,-4642.101534128175","-0.007485611794627766,-0.00620843211525854,0.0001320116815066844","-21245295.52170317,145738096.8029359,70561.65818625689","-29.96933078495848,-4.407578885480734,-0.004079390339254196","487381782.870998,-582872276.2974551,-8644469.831735134","9.87627730815472,9.002610703650936,-0.2579909346908837","-1165281894.012676,735810423.352106,32917841.82305086","-5.6825724056303,-8.193914882376097,0.3701244328360622","-4411082478.951896,972062821.0745783,81557311.413373","-1.200283239200429,-5.274553479817333,0.1363757127935306","1824976095.054976,2292461624.14078,-15156769.26682961","-5.383635158845665,3.927564789881131,0.0849923665870671","77820758.14258547,-75873270.55280657,-5500841.943006892","24.24341409987329,24.90288632754797,-1.079363421826653","-23543922.57685172,-217869433.5911109,-3964348.734635547","25.03247535828306,-0.5474484431962516,-0.6388934382189986","52581035.5809234,-22449151.41365615,-6703243.065904896","9.777790639959386,47.00349763099367,2.922340346010845"
"-144906.0040010205,-63085.08933586078,-1955.653877879504","-0.00217361635398422,-0.009655047683565713,3.224789280875792e-05","-20752711.00185783,145579983.9865063,72136.28807920218","-29.99801812663211,-4.295164088017934,-0.003236941144882488","709944902.0725329,-226101481.0429881,-15071229.78491314","3.814504376761756,13.07464001258485,-0.1378273178248142","-1314049180.005521,461223612.4064879,43694051.13073584","-3.723367009269899,-9.140929906390284,0.3096108848771353","-4445762132.28107,805051816.1976333,85794392.36308807","-0.9988856396317519,-5.315395723139977,0.1324527351611253","1650538198.321974,2410177863.346206,-12436618.13058579","-5.67452757229661,3.534020331208742,0.0874881844706834","-107665030.8271113,-2220030.195285923,6194942.575383324","0.4921378615526522,-35.18194360718225,-0.4871325970991176","-93251306.11507934,223896511.5868691,7005687.379248604","-21.41994253041129,-7.275733418459104,0.3852709009882673","35141736.63431918,31699474.40322806,-676134.350873597","-42.17606075596223,38.33744519224034,7.016706958603601"
"-114126.8839921626,-380733.0311515004,-3060.43632752687","0.004438396841125058,-0.0097636282905985,-0.0001115949427999171","-20056837.81683304,145350606.3077168,71556.95555121452","-29.98763662979393,-4.158764126380695,-0.003000779273175214","712516700.5806786,199760130.8685479,-16825600.2691019","-3.680883888298402,13.20465396358883,0.03020019125625328","-1398964814.086953,164130921.7299876,52348455.54253724","-1.650620533475823,-9.620935108729052,0.236549003144316","-4474075723.724083,636887677.1197455,89908515.53733712","-0.7965779918199565,-5.347846877492985,0.1285369463206323","1467358441.088388,2515121510.667657,-9650648.690762758","-5.937922073085633,3.11787399905399,0.08942909587051595","76902559.69049671,75490880.5693487,-3472749.015772171","-24.682144937387,24.78728540657613,1.752483195751809","68680616.0282086,-201104796.3386115,-5916502.259144887","23.87325014296782,9.90402830244639,-0.3915131177849656","-26106799.72973732,40163278.22728947,5697799.738463644","-50.80121218896916,-24.35606352720784,2.710985412926648"
"113200.1066026668,-634937.87969885,-8559.115042119316","0.009739714821651813,-0.005847747809454735,-0.0002289659413071007","-19163751.00200871,145194261.3255097,64864.0513831377","-30.01203117045861,-4.0037137337559,-0.004432257102436443","490372388.3521725,562586294.1401781,-13275467.16773239","-10.00127377222719,9.20415246493254,0.1882482113594977","-1418185903.632127,-140768976.9741803,58545868.12143935","0.4263962324319499,-9.640800158356233,0.1551819189741459","-4495986948.483195,467812645.4969916,93894219.230176","-0.5922579187195559,-5.372893725117009,0.1244056679187133","1276332952.028214,2606606043.181201,-6813179.181326032","-6.171910417667095,2.680775298200651,0.09079374469992785","1222114.287278093,-109391503.6089551,-1491430.325224362","34.78977916051772,0.2174678847258439,-2.010970333521259","-165174930.7862384,182950280.2517289,7965296.376238048","-17.04423251891832,-14.17584084578471,0.1315133610429635","-58599605.11631682,-5715670.613222048,5000882.985610373","-5.907551361410096,-46.37976546200371,-3.228243631725118"
"466687.4163721117,-726121.0816946267,-17207.49474938121","0.012220217758863,0.0003943098843426251,-0.0003022968338438835","-18152512.39073163,145187715.0018149,56041.4366170764","-30.03454230888848,-3.885993012378203,-0.002355234853107957","116618320.298353,752764604.4324456,-5628551.038662553","-13.05841587325788,2.615760466853117,0.2833058684977661","-1373108393.048758,-439389224.2817533,62090232.14451919","2.412183366700585,-9.230578582895589,0.06969758511269486","-4511469411.946689,298067621.7356498,97745559.9163228","-0.3885376829166485,-5.391048689930697,0.1198301905976427","1078414449.679859,2684001434.496137,-3939059.073699474","-6.374743378578685,2.224671480882918,0.09166036219605389","-75243510.38245414,75356161.14490646,5358989.809724838","-24.93995283026877,-24.88893873767553,1.119617566954034","148460922.4699946,-146339904.5130002,-6764812.972837724","17.96176840298399,19.3217103033167,-0.04699182456928863","-44632521.82255764,-51124824.20770616,46085.67273991555","26.43463991211059,-30.17788468136964,-4.89709493934647"
"836035.0698452306,-613105.2077681449,-26621.59311473573","0.01087934751231955,0.006628165179763182,-0.0002850156706090327","-17108107.53054325,145376850.0256835,46768.76165436953","-30.03251825658915,-3.73294266056439,-0.004482006860621723","-292278707.8563662,724502174.5357461,3678368.657479614","-12.25972867006304,-4.27413991128124,0.2927458054888159","-1267885086.098844,-718865720.1050153,62916374.90152103","4.227852965446356,-8.436212418475307,-0.01605647655967557","-4520507468.068638,127896338.5084559,101457294.8384077","-0.1843421459097345,-5.400344495863523,0.1154103273934073","874611206.6514716,2746742646.946376,-1043581.401795864","-6.544747361287081,1.751759717977501,0.09207679689670978","109344720.8268481,-2355316.563112441,-6331698.861361549","0.4184383698247078,34.86169748935453,0.430925080440911","-216762553.9309779,120424008.2570426,7951364.732378826","-10.82166855104322,-19.12049716978674,-0.1280117986427163","-5518376.69688772,-69784601.47538212,-5070010.929048929","38.76352784717826,-1.897293589536724,-3.734431318787352"
"1116262.400687712,-320699.0017156265,-34385.07599997893","0.006591943469281538,0.01151651192450314,-0.0001919752866613401","-16167831.79801079,145759763.9787295,38336.16314787418","-30.07273110452386,-3.586219320607499,-0.00272210999814626","-623380028.0222474,500097850.6906502,12016870.64474678","-8.316070398076183,-9.576878417579705,0.2251089842143013","-1108894846.099544,-967956628.1367857,61076120.21237022","5.811477019022467,-7.313355475264095,-0.09873604936501623","-4523091702.640166,-42457340.98659472,105024398.7238154","0.02062363045456731,-5.402471860949214,0.1106946785225729","665986303.0712187,2794334753.414416,1857540.49183476","-6.680300075107898,1.264308901819398,0.09199276657259786","-75049485.03608125,-77164427.45945522,3372447.500594217","24.62964510407222,-24.81148728414281,-1.749727481024243","198494302.5323323,-61809805.90149651,-6262879.865638964","8.177724590776265,25.19515548784184,0.3206423631299806","36407710.9242867,-53925689.84078162,-7657081.867485918","30.98778851188263,29.25203111513053,-0.4813687399816065"
"1232949.102153919,81653.87444514137,-38513.86491364409","0.0008481852414073356,0.01361972284873873,-6.570129946081426e-05","-15389898.18549501,146240933.5555237,34885.23817147315","-30.08867240690692,-3.468790858633623,-0.002928848007059726","-797432605.6683912,148569933.3481706,17330149.17005931","-2.533170937394491,-12.22652319279126,0.1056985076131651","-904229502.7090585,-1177267190.912041,56721788.18008536","7.116625621259434,-5.922786705653436,-0.1753953151128491","-4519223151.953504,-212751418.7928693,108441482.2938454","0.2243737476899817,-5.397062308740685,0.1057342251858604","453653267.9579511,2826355539.581822,4748202.411253333","-6.779869736052457,0.7646701973766026,0.09133204278845236","3779504.717096685,107706581.427958,1218791.802481286","-35.13218921124609,0.6569223668497961,2.042373263382026","-243061197.3613497,44278355.94571471,7004354.112628505","-3.372101310593354,-21.78112746381115,-0.370429941492417","54871714.80371886,-6049961.719889207,-5491306.651130769","-3.868770466794421,50.65645273803298,4.479599671822339"
"1154559.171139407,506850.3803960318,-37960.56075748001","-0.005528658252543162,0.01277642800860694,9.607941221393551e-05","-14792374.93179593,146734817.0373573,34331.22277742624","-30.0960067729196,-3.316411195196257,-0.003476650192412167","-778557170.8040705,-239324997.6583525,18450311.67165938","3.693688381317929,-11.86941603195677,-0.03571903879071581","-663235745.2208016,-1339347562.898042,50089653.68734616","8.110412417982412,-4.326914248456484,-0.243554046043813","-4508912338.956113,-382742155.4743515,111704043.3850252","0.4284903157579327,-5.382735608053162,0.1010205205684926","238769997.2776617,2842460147.007919,7611999.858713031","-6.842030524904946,0.2553703283713176,0.09010177708008278","76595448.13981982,-77915543.61424358,-5429340.115966562","24.999934440761,24.16160815008057,-1.13227754868893","207980674.4433271,35600026.50996392,-4487213.464314569","-3.095197035524441,25.95153473689495,0.6188692272014418","20086754.90332373,42566143.95863493,1637292.175131422","-54.14520641869756,21.9652983339233,6.786893616743495"
"891644.5382394718,862325.2945286132,-32671.12013528286","-0.01079308028653369,0.009398563817235287,0.0002398571211546436","-14398123.04707027,147164926.4054856,39696.19662860036","-30.1403407987501,-3.188613180350579,-0.001517591155542064","-573558782.4238667,-569921636.8036193,15157839.08683559","9.059250084703631,-8.653115629021634,-0.1692473278938693","-396126067.4562877,-1448706593.473931,41484585.98437464","8.770871638814297,-2.587978137560762,-0.3010269595098503","-4492176797.452477,-552187953.3750373,114807544.8083849","0.6322698806005942,-5.361833571646043,0.09586439064297658","22532999.86570041,2842387218.457982,10432334.68015218","-6.865561905341887,-0.2608508205005859,0.0883923629548079","-106625491.7610428,2079074.672776135,6207574.664869942","-0.6113948223472618,-35.1669465852618,-0.4243890619667177","-241046273.1368889,-36972390.39055236,5238916.129069004","4.672573277956283,-21.88072948993471,-0.5739442426336332","-40230503.7224611,30881492.81763287,6208569.48252533","-38.65834064429463,-37.25807945325663,0.5356972062602114"
"489447.6851499256,1069030.003436659,-23321.61191054969","-0.01399124639547517,0.003485120158756605,0.0003399276306592486","-14132007.39125129,147434376.2026531,48793.86649850011","-30.14198786742054,-3.073057907111303,-0.003415517437500126","-228870692.4647114,-760905752.6555194,8169629.159248769","12.36205227699677,-3.152473300164196,-0.2653485968486076","-113651426.6022284,-1501778443.0779,31266349.97755963","9.085215185043262,-0.7666485704658486,-0.3460441378115227","-4469045878.802238,-720848929.0489079,117747358.0415148","0.8341803472139158,-5.333064326394855,0.09061841052795061","-193828471.6065826,2825964997.979309,13192520.90230608","-6.849554062481362,-0.7810453197313947,0.08626924866253466","79834647.43448114,74525718.28933015,-3657408.073767923","-23.91514516665071,25.55127687620627,1.717679451649735","176542631.7395876,126180533.9992106,-1822183.342436321","-13.0907686826626,21.79956053560457,0.7827469645927811","-58178269.36857009,-19259382.10656328,3739720.179759388","5.859553449095148,-43.85850006193297,-4.112541842224619"
"31330.42237750073,1073611.006868854,-11663.28803120612","-0.01436382427012891,-0.003330411898257915,0.000389279358766628","-13913441.58533925,147507560.1157255,59714.50740324706","-30.15140950727861,-2.924586180574892,-0.001470463016039814","173637750.8465516,-756066768.3084406,-896945.9795713425","12.58563696512754,3.534873890225906,-0.2969089124554432","173186280.2937513,-1496890066.512064,19838891.27499264","9.049241884777503,1.07707301526447,-0.3773533841398842","-4439556985.350604,-888484047.6390617,120519805.0209491","1.03566020776113,-5.296147495876291,0.08545677387234751","-409058935.8070513,2793116904.491294,15875895.24875224","-6.793401900793235,-1.302092987215612,0.0836909063995892","-2197167.844113369,-107653763.3665404,-1303147.192244574","34.75990505484332,-0.8557501046639907,-2.023864645874807","-209638494.502929,-113984534.4308747,2838466.734682985","12.58304522230976,-19.19363739330312,-0.7156246383307101","-35180975.25976154,-58204662.89198945,-1585407.766934413","32.05244140512893,-22.49025289174613,-4.791325502914531"
"-378652.0915998246,862744.5685516428,-46.1365353782312","-0.01090906886854839,-0.009678746704811182,0.0003374271886592227","-13653510.90834004,147367340.4269308,71612.38959673047","-30.18121679800729,-2.807031647274896,-0.002670313460558127","527003395.9482502,-543313949.0177463,-9685822.45974508","9.231746580717658,9.706700613687094,-0.2461170479244545","453371311.8267131,-1434287634.457671,7643552.615764022","8.664864700600983,2.881996376917455,-0.3939692291973669","-4403754501.708879,-1054855818.821093,123120896.1857662","1.235345891010628,-5.253159388264835,0.07971979256764095","-621883969.5093656,2743866439.28856,18465934.21308911","-6.69671515655676,-1.820747606125222,0.0805492906433597","-73659084.15381692,79292168.79529509,5267232.387075424","-25.72712117686681,-24.10745284265796,1.174134014706778","113217351.1330678,193850662.5453992,1183396.959423736","-19.93603178580286,14.32057118557902,0.7984021263378454","6346804.397013892,-67399696.82760501,-6177982.487394113","38.71181683085469,7.332793948991931,-2.977643828652676"
"-634978.5472167344,485095.5801460167,8958.619168768375","-0.004709967229920715,-0.01374431964157411,0.0002172157594365395","-13238443.05579303,147044673.66518,79674.14683416486","-30.16364578213934,-2.680949215616269,-0.002394465209489494","723726515.8060874,-170933156.5434381,-15589178.01117805","2.860554136880896,13.32587570197444,-0.1172940490359613","716036636.1141815,-1316135552.700154,-4849340.754619896","7.939708191360054,4.588824132380104,-0.395372054186313","-4361693862.509375,-1219728621.280593,125546831.009159","1.432346539220943,-5.20190437500997,0.07409332143517733","-831018204.3903705,2678341254.941256,20946371.90936625","-6.559263273437885,-2.333667491905658,0.0767865812055134","107783317.73402,-4598657.417411128,-6333821.835024335","1.477289627036213,34.80758326119869,0.3695755496482924","-150245947.0077845,-176413281.2755142,62775.2652188614","19.43821644642108,-13.60694277665353,-0.770383940727803","43957182.08538372,-41841467.10690016,-7554248.176577888","23.8986541060435,37.68226828237331,0.8617742604937035"
"-668236.4334619764,42977.66989128291,13239.21620975693","0.002682359079515127,-0.01360932186985234,5.528389312429906e-05","-12607012.83897145,146666468.3277397,84381.58822200447","-30.17552640827277,-2.526134330434016,-0.001689209389557966","695447926.0293448,253876507.3076569,-16643993.42851049","-4.62169990741804,12.88650380434488,0.05265361198095242","950674526.3278686,-1146453616.210242,-17152183.69156104","6.889587455743532,6.139339507594502,-0.3813247055634734","-4313437106.990838,-1382867643.570582,127794660.9950033","1.628082849786431,-5.143187872191321,0.06842889656669171","-1035173903.090407,2596776133.779754,23301314.83468413","-6.381039825832204,-2.837431278237553,0.07246056394397526","-79156880.0692974,-74383481.2415368,3583896.269599859","23.84992505064527,-25.59609581628543,-1.714931736639116","31928254.05960445,229938778.4802338,3995738.187191144","-23.03271696603006,5.425127369938485,0.6903842953788184","49034998.6310008,10947794.8860367,-3688374.514865478","-19.84135362236152,49.80793846647342,5.888270681435486"
"-482784.0767022552,-335915.0883985799,12371.70758533319","0.00889557885364952,-0.009785313790147845,-0.0001066497383291507","-11756542.3433329,146347566.8239719,82865.62214493752","-30.19090139800327,-2.404114000684607,-0.003569541860630632","448242975.8917912,599053236.0941752,-12460932.71087715","-10.60546720600186,8.441332770744108,0.204755244421448","1147413410.563905,-931111904.0090721,-28770298.60008258","5.539562690344865,7.474604110220408,-0.3517891108069291","-4259054702.075847,-1544043265.438576,129860945.0027682","1.820864913039712,-5.078065479936184,0.06236772175974981","-1233070018.93533,2499514614.94718,25515354.86598349","-6.162394529584276,-3.328566296318326,0.06769832566218192","5433344.098771708,107175253.0934858,1075617.137500353","-35.08087390444217,1.731109331613672,2.054018616707929","-68333174.6090742,-213101701.6268783,-2729589.995776832","24.04128002829956,-5.315019092049132,-0.7125921420317316","-723470.7773179999,45726545.47596677,3784521.16160479","-58.45643984198163,1.570043697903182,5.526845972639707"
"-152947.6687972418,-550321.3933748795,7537.374214687938","0.01164217645218426,-0.003672767017109288,-0.0001909236216513024","-10751776.59868198,146175025.2447503,77811.30492666364","-30.17584198299561,-2.260155092158231,-0.001300715018496601","63172880.29312163,761836888.9745183,-4452673.048700333","-13.16646922843794,1.690261301297833,0.289201310443829","1297328146.545779,-677842858.6132396,-39213143.27012572","3.925546521441371,8.535738633814614,-0.3071651702936982","-4198627985.769795,-1703027662.166417,131742800.6558854","2.010547697028179,-5.004364913284823,0.05666000736022125","-1423441887.429638,2387009154.953673,27573695.07165027","-5.904078588162272,-3.803607459135487,0.06258746171552132","72854706.85721122,-81249673.25212806,-5274075.695772965","25.74815812328634,23.3621193681084,-1.184472690090362","-53480622.07652504,232996310.2502494,6216823.326374114","-22.65762682544273,-3.360721709117577,0.4972547891760841","-51915836.8472918,15589167.54947333,6100815.822605227","-24.5458457513206,-44.36615496129364,-1.344333038119277"
"211077.7034299862,-563621.2077983618,959.0901317842072","0.01098434069121026,0.002742833213101068,-0.0002071921899664357","-9719859.828963447,146213567.2747062,71370.79106948525","-30.20487691788891,-2.104497847672391,-0.003204505093031718","-341522328.1533245,705644333.3375968,4868887.873364717","-11.90550473363093,-5.083689731014023,0.2879163270857534","1392803457.529057,-396211461.2112115,-48009110.076334","2.095649938953301,9.26558460047057,-0.248229703734387","-4132244304.610485,-1859595343.390102,133437987.6545924","2.198406258753508,-4.924017354988329,0.05078276811271487","-1605052312.101897,2259820250.279886,29462310.9527638","-5.607203023578601,-4.259139147723875,0.05711753746503478","-107195956.3210979,4030469.077601325,6278345.116944782","-1.686174881815787,-35.14384494732284,-0.3617231098273095","24777507.81198332,-214551567.1966513,-5080306.652519926","25.03370768063947,4.828920492326995,-0.5258229741512637","-54755306.65880404,-34894406.36498675,2280959.733235154","15.82117221373405,-39.11043441738259,-4.644212656707674"
"504662.6305212302,-400726.1558380084,-4935.503415513755","0.007523880468349886,0.007289027825798857,-0.0001601916749531334","-8764235.15007637,146423364.1336627,64709.81242601573","-30.21626186156301,-1.985336293530592,-0.002017090925997889","-656026173.4322026,460051741.2699932,12917626.74257869","-7.647428315712427,-10.0906704817006,0.2120932357329282","1427959575.943964,-97508718.58120432,-54724269.35550331","0.1123681659493483,9.61179969065196,-0.1762977026013459","-4060000201.370563,-2013526459.570611,134943728.0452904","2.382341558528239,-4.837134694653097,0.04466529188351953","-1776704794.274405,2118616234.723411,31168153.63817215","-5.273207040176721,-4.691750552121734,0.05122140773677208","82103785.32896344,70572443.25096835,-3799775.960395984","-23.08437799315308,26.28061903593544,1.680213058599557","-131906747.1740524,205913907.430011,7615587.057916015","-19.43170127287269,-11.03964668861404,0.2558052390091343","-23211335.42345161,-65849181.44052949,-3143756.456792869","36.03155919499533,-14.11729289606846,-4.475985328293318"
"659482.9578872207,-126721.5840401826,-8453.622217736243","0.002278752809455221,0.009549533366053102,-5.601394914174973e-05","-7941271.579087846,146736734.649685,61404.53258538246","-30.21132814560672,-1.83556960072016,-0.001663288499189841","-806282847.094846,98154234.09286633,17737810.02475103","-1.72566953987708,-12.36415891145263,0.08800671254400072","1399128518.577569,205472315.4202372,-58985265.23237379","-1.946478836801866,9.531583170294999,-0.0935352220020178","-3982001275.103964,-2164602696.788376,136258140.7246608","2.562977575673376,-4.742408666709816,0.03883271441796188","-1937256275.130198,1964174521.115681,32679306.72473478","-4.903803503930942,-5.098021426418466,0.04487328024520765","-4907320.855618581,-108719639.6055958,-1107509.153649174","34.73807392214108,-1.919460395504201,-2.03593773278488","112944103.9640636,-176893130.3284501,-6508912.259873815","21.40323407324546,15.06171723491752,-0.2214482003499061","20146770.21610969,-64351014.78461874,-7036376.591445643","36.86639666412919,16.69356055923565,-2.045088875725936"
"646393.7142263863,172289.0662216023,-8670.666681229588","-0.002912452164532872,0.009058023530832031,4.575509918661397e-05","-7284478.243940696,147078277.6817408,60017.58625389636","-30.24734961693979,-1.695062333127963,-0.002809347142649576","-761960339.4756572,-287843020.6730654,18280312.60317792","4.468724712539986,-11.61617889317636,-0.05412250469974556","1305349097.654233,498821872.2845704,-60505928.92974342","-3.988141353863598,8.997638782669085,-0.00306923431894246","-3898358181.977304,-2312610075.679531,137379624.4654276","2.740938743819074,-4.642100166809406,0.03260731864932054","-2085625966.210665,1797379502.449817,33985035.08632386","-4.501021454249321,-5.474671846316774,0.03814316948618601","-70132509.55443619,80876468.71132618,5145023.783131182","-26.45753521096881,-23.27178185281949,1.226548686629835","-194576597.2539735,153721443.4328299,8082810.85014578","-14.03560087511398,-16.98887994134727,-0.003597249473588526","51715196.61730582,-28229836.55662622,-7035784.694734635","14.14400400756,44.86799717560363,2.346262377491414"
